,id,username,rank,country,created_date,xp,achievement_rating,TL_games_played,TL_games_won,TL_play_time,num_records
0,62a51397bf6ce5ce2e84b6cd,westl,1,US,2022-06-11T22:13:43.355Z,12334940.09517185,420,10103,5185,4155217.7872222126,600
1,5e89fca2fd676e407898adbe,fortissim2,2,CA,2020-04-05T15:43:30.457Z,12295587.706630725,362,4129,2645,3005707.301815556,1964
