,record_id,user_id,datetime,current_pb,ever_pb,final_time,pps,inputs,score,pieces_placed,singles,doubles,triples,quads,all_clears,finesse_faults,finesse_perf
119,6700468572bffbcee4a4da05,62a51397bf6ce5ce2e84b6cd,2024-10-04T19:48:21.429Z,False,False,19920,5.171548117154812,286,13646,103,0,2,0,9,0,0,103
120,67004629d5273a478f3c170e,62a51397bf6ce5ce2e84b6cd,2024-10-04T19:46:49.641Z,False,False,20046.666666666668,5.091514143094842,284,14180,102,0,2,0,9,0,0,102
121,6700455c4aef43a494455a4e,62a51397bf6ce5ce2e84b6cd,2024-10-04T19:43:24.144Z,False,False,27160,5.082872928176796,483,38205,138,0,0,0,0,0,9,136
122,670045386784f768a4fa7d59,62a51397bf6ce5ce2e84b6cd,2024-10-04T19:42:48.262Z,False,False,22863.333333333332,5.951859956236324,471,38309,136,0,0,0,0,0,5,134
123,6700155c6784f768a4fa7684,62a51397bf6ce5ce2e84b6cd,2024-10-04T16:18:36.192Z,False,False,14758.333333333334,6.915254237288136,310,13209,102,2,2,2,7,0,1,101
124,670012a89035a7b4fb766f24,62a51397bf6ce5ce2e84b6cd,2024-10-04T16:07:04.341Z,False,False,15560,6.495176848874598,309,13154,101,4,2,0,8,0,1,100
125,670011f9801d937afd735240,62a51397bf6ce5ce2e84b6cd,2024-10-04T16:04:09.002Z,False,False,27311.666666666668,4.908424908424908,443,38310,134,0,0,0,0,0,0,134
126,670010ff4aef43a4944555bf,62a51397bf6ce5ce2e84b6cd,2024-10-04T15:59:59.347Z,False,False,20066.666666666668,5.083056478405315,358,30669,102,1,0,1,2,0,4,101
127,66ff415e4aef43a49445449c,62a51397bf6ce5ce2e84b6cd,2024-10-04T01:14:06.513Z,False,False,30320,4.5849367784496975,483,38480,139,0,0,0,0,0,7,137
128,66ff11cac9650c22a7327784,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:51:06.674Z,False,False,20341.666666666668,5.065573770491803,292,13968,103,1,0,1,9,0,0,103
129,66ff11989035a7b4fb74c98d,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:50:16.017Z,False,False,19841.666666666668,5.04201680672269,260,18154,100,0,0,0,10,1,0,100
130,66ff1172801d937afd733166,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:49:38.724Z,False,False,20170,5.107438016528925,259,14636,103,0,0,0,10,0,0,103
131,66ff11507253b34ec1a92e66,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:49:04.491Z,False,False,20216.666666666668,4.995877988458368,264,13296,101,3,1,1,8,0,1,100
132,66ff11377253b34ec1a92e5d,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:48:39.720Z,False,False,20255,4.987654320987654,282,12829,101,6,1,0,8,0,0,101
133,66ff11197253b34ec1a92e5b,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:48:09.540Z,False,False,19828.333333333332,5.147182506307821,279,13586,102,2,1,0,9,0,0,102
134,66ff10f5267b6ad29da320b4,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:47:33.703Z,False,False,20330,5.118949958982773,281,12503,104,4,0,1,8,0,0,104
135,66ff10dc267b6ad29da320b3,62a51397bf6ce5ce2e84b6cd,2024-10-03T21:47:08.357Z,False,False,21223.333333333332,5.373134328358209,325,14436,114,0,0,0,10,0,0,114
136,66ff054f4aef43a494454170,62a51397bf6ce5ce2e84b6cd,2024-10-03T20:57:51.414Z,False,False,40531.666666666664,3.430686960098725,490,38336,139,0,0,0,0,0,5,137
137,66ff01b9d5b1df04c3f19040,62a51397bf6ce5ce2e84b6cd,2024-10-03T20:42:33.798Z,False,False,27450,5.027322404371585,459,38150,138,0,0,0,0,0,1,137
138,66fde3fcd5273a478f3bc2d8,62a51397bf6ce5ce2e84b6cd,2024-10-03T00:23:24.716Z,False,False,15976.666666666666,6.325678496868476,299,12242,101,4,2,0,8,0,1,100
139,66fde206fc21b8e87420b096,62a51397bf6ce5ce2e84b6cd,2024-10-03T00:15:02.683Z,False,False,16150,6.3157894736842115,310,14442,102,2,1,0,9,0,2,100
140,66fd54176784f768a4fa16de,62a51397bf6ce5ce2e84b6cd,2024-10-02T14:09:27.966Z,False,False,24001.666666666668,5.625,469,38353,135,0,0,0,0,0,0,135
141,66fd53ad546813c99c52f44b,62a51397bf6ce5ce2e84b6cd,2024-10-02T14:07:41.055Z,False,False,28643.333333333332,4.889406286379511,473,38335,140,0,0,0,0,0,2,139
142,66fcb29e4aef43a494451057,62a51397bf6ce5ce2e84b6cd,2024-10-02T02:40:30.456Z,False,False,20051.666666666668,5.037406483790524,307,11444,101,3,5,1,6,0,6,98
143,66fc0be2d5273a478f3b8460,62a51397bf6ce5ce2e84b6cd,2024-10-01T14:49:06.105Z,False,False,29863.333333333332,4.690117252931323,481,38216,140,0,0,0,0,0,12,138
